,age,income,children,credit_history,overdue_payments,active_loans,years_in_job,employment_type,owns_property,assets_value,other_loans,education,city,marital_status,support_indicator ,credit_risk
189,24,40000 złoty,brak,brak historii,,1,15,brak,tak,75755 złoty,0,średnie,średnie,kawaler/panna,0.0556024637978614,0
190,35,14499 złoty,brak,dobra historia,opóźnienia,2,8,stała,tak,24818 złoty,0,średnie,duże,żonaty/zamężna,0.6718894789576481,0
191,48,,1 dzieci,brak historii,,0,21,określona,tak,15083 złoty,0,podstawowe,duże,żonaty/zamężna,0.4609394351529402,0
192,42,37746 złoty,brak,dobra historia,opóźnienia,1,8,stała,,120563 złoty,0,podstawowe,średnie,kawaler/panna,0.5732493196780332,0
193,27,21830 złoty,brak,brak historii,brak opóźnień,1,8,określona,tak,20736 złoty,1,podstawowe,średnie,żonaty/zamężna,0.143926307217007,0
194,41,18633 złoty,brak,dobra historia,brak opóźnień,3,12,stała,nie,53088 złoty,0,średnie,małe,kawaler/panna,0.4225274419744949,0
195,43,29226 złoty,2 dzieci,brak historii,brak opóźnień,1,10,samozatrudnienie,tak,117996 złoty,1,średnie,średnie,żonaty/zamężna,0.1280218251421258,0
196,31,25241 złoty,1 dzieci,brak historii,opóźnienia,1,7,stała,tak,40619 złoty,0,podstawowe,małe,rozwiedziony/rozwiedziona,0.5032405597775573,0
197,41,36872 złoty,1 dzieci,dobra historia,brak opóźnień,2,8,określona,nie,39841 złoty,0,średnie,małe,żonaty/zamężna,0.4059746374521569,0
198,40,40000 złoty,brak,dobra historia,brak opóźnień,2,6,określona,tak,129187 złoty,1,średnie,średnie,żonaty/zamężna,0.9838210055105072,0
199,28,25680 złoty,brak,dobra historia,2,1,10,samozatrudnienie,nie,124044 złoty,0,podstawowe,średnie,kawaler/panna,0.0193710676030839,0
200,43,25485 złoty,brak,dobra historia,,0,9,brak,nie,,0,średnie,średnie,kawaler/panna,0.2964371524056386,0
201,45,24515 złoty,brak,dobra historia,,0,12,określona,tak,,0,podstawowe,duże,żonaty/zamężna,0.6115042658631961,0
202,50,28129 złoty,brak,,brak opóźnień,1,11,stała,tak,12724 złoty,0,średnie,małe,żonaty/zamężna,0.6218361191851879,0
203,50,22642 złoty,brak,dobra historia,brak opóźnień,0,5,samozatrudnienie,nie,65228 złoty,1,średnie,średnie,kawaler/panna,0.5559973998488433,0
204,26,,1 dzieci,dobra historia,,1,7,określona,tak,62375 złoty,0,średnie,średnie,rozwiedziony/rozwiedziona,0.8582999835327043,0
205,30,40000 złoty,5 dzieci,dobra historia,opóźnienia,1,15,stała,tak,24031 złoty,0,średnie,małe,rozwiedziony/rozwiedziona,0.746558091866199,0
206,45,40000 złoty,brak,dobra historia,brak opóźnień,1,9,stała,tak,,0,średnie,małe,kawaler/panna,0.932346623539894,0
207,45,10365 złoty,2 dzieci,,opóźnienia,2,4,samozatrudnienie,nie,23151 złoty,1,wyższe,średnie,żonaty/zamężna,0.677343439312091,0
208,45,,brak,dobra historia,brak opóźnień,1,8,określona,tak,247551 złoty,1,średnie,średnie,kawaler/panna,0.2628610124197068,0
209,70,,1 dzieci,brak historii,brak opóźnień,2,9,stała,tak,38331 złoty,1,podstawowe,małe,kawaler/panna,0.5674417339213522,0
210,45,18854 złoty,1 dzieci,brak historii,brak opóźnień,2,20,samozatrudnienie,tak,,0,wyższe,średnie,żonaty/zamężna,0.7618504862526366,0
211,51,26937 złoty,3 dzieci,brak historii,opóźnienia,2,8,określona,,,0,podstawowe,małe,kawaler/panna,0.8302243039616151,0
212,49,30783 złoty,brak,brak historii,2,1,8,stała,,,1,podstawowe,małe,żonaty/zamężna,0.0895557526507284,0
213,46,,brak,dobra historia,brak opóźnień,2,11,stała,tak,30620 złoty,1,wyższe,małe,kawaler/panna,0.4451257953520616,0
214,36,8461 złoty,brak,brak historii,opóźnienia,1,13,brak,nie,21576 złoty,0,wyższe,duże,żonaty/zamężna,0.2318218088414213,0
215,47,13595 złoty,brak,dobra historia,brak opóźnień,2,19,samozatrudnienie,tak,259480 złoty,0,średnie,średnie,żonaty/zamężna,0.8279637382655473,0
216,32,,3 dzieci,dobra historia,,1,8,stała,tak,402839 złoty,0,średnie,średnie,kawaler/panna,0.0698646288614759,0
217,37,5595 złoty,2 dzieci,dobra historia,opóźnienia,2,9,stała,tak,125831 złoty,1,średnie,duże,kawaler/panna,0.3634491737283862,0
218,35,39883 złoty,2 dzieci,dobra historia,brak opóźnień,2,4,stała,,50754 złoty,1,średnie,małe,rozwiedziony/rozwiedziona,0.1193548086313367,0
219,40,28584 złoty,1 dzieci,dobra historia,opóźnienia,2,3,stała,,40117 złoty,0,średnie,duże,kawaler/panna,0.6607608199699534,0
220,63,,3 dzieci,dobra historia,,2,10,stała,nie,79628 złoty,0,średnie,małe,żonaty/zamężna,0.0092325898215477,0
221,21,,brak,dobra historia,opóźnienia,1,5,samozatrudnienie,nie,95164 złoty,0,średnie,średnie,żonaty/zamężna,0.8388867829910999,0
222,46,,brak,dobra historia,brak opóźnień,1,2,stała,tak,49596 złoty,0,wyższe,średnie,żonaty/zamężna,0.514352684807341,0
223,23,27314 złoty,2 dzieci,brak historii,brak opóźnień,0,6,stała,nie,42284 złoty,0,wyższe,małe,kawaler/panna,0.4121343006843885,0
224,35,40000 złoty,brak,dobra historia,brak opóźnień,2,3,stała,tak,40392 złoty,1,wyższe,średnie,rozwiedziony/rozwiedziona,0.37063192784458,0
225,50,34974 złoty,brak,brak historii,,0,9,stała,,22201 złoty,0,podstawowe,średnie,kawaler/panna,0.3210249856496158,0
226,40,,brak,dobra historia,opóźnienia,0,3,stała,tak,62229 złoty,0,średnie,średnie,kawaler/panna,0.3103849254342653,0
227,29,23003 złoty,1 dzieci,,opóźnienia,1,8,określona,nie,76225 złoty,1,podstawowe,małe,kawaler/panna,0.9489278720666974,0
228,32,16874 złoty,1 dzieci,,opóźnienia,0,12,stała,nie,84850 złoty,0,średnie,duże,kawaler/panna,0.4602608104524196,0
229,46,,brak,brak historii,,1,8,stała,tak,39422 złoty,0,średnie,małe,kawaler/panna,0.0878136672408548,0
230,32,,2 dzieci,dobra historia,,0,9,stała,tak,139605 złoty,1,podstawowe,małe,kawaler/panna,0.4644452277032944,0
231,42,12103 złoty,2 dzieci,,brak opóźnień,2,4,samozatrudnienie,tak,73242 złoty,1,średnie,małe,żonaty/zamężna,0.7275431236044583,0
232,40,14088 złoty,3 dzieci,dobra historia,,1,13,stała,nie,132495 złoty,1,średnie,średnie,rozwiedziony/rozwiedziona,0.5788369481612489,1
233,33,,1 dzieci,dobra historia,,1,11,stała,nie,58231 złoty,0,średnie,duże,żonaty/zamężna,0.8376512638545796,0
234,61,,2 dzieci,dobra historia,brak opóźnień,1,9,stała,nie,59403 złoty,1,wyższe,małe,kawaler/panna,0.3757961537064318,0
235,46,,2 dzieci,,opóźnienia,2,11,brak,,116610 złoty,0,średnie,średnie,kawaler/panna,0.8845728031876681,0
236,19,39369 złoty,brak,dobra historia,brak opóźnień,3,9,samozatrudnienie,,44144 złoty,1,podstawowe,małe,żonaty/zamężna,0.6732340271402882,0
237,41,20081 złoty,brak,dobra historia,brak opóźnień,3,12,samozatrudnienie,,52971 złoty,0,średnie,duże,kawaler/panna,0.5495626272873138,0
238,33,10374 złoty,brak,dobra historia,,0,13,samozatrudnienie,,53322 złoty,0,średnie,małe,żonaty/zamężna,0.7504514054566994,0
239,48,33522 złoty,brak,,brak opóźnień,0,8,określona,,51900 złoty,0,podstawowe,małe,kawaler/panna,0.0816468888792941,0
240,32,40000 złoty,brak,brak historii,,3,7,określona,tak,,0,średnie,małe,kawaler/panna,0.2544988532353008,0
241,38,15944 złoty,brak,,brak opóźnień,1,7,brak,nie,40752 złoty,0,wyższe,średnie,kawaler/panna,0.3746163321883,0
242,45,17339 złoty,brak,dobra historia,brak opóźnień,0,6,samozatrudnienie,tak,354436 złoty,1,wyższe,duże,kawaler/panna,0.6132648826763,0
243,48,28504 złoty,brak,dobra historia,opóźnienia,2,5,samozatrudnienie,,,1,średnie,małe,żonaty/zamężna,0.1586918339581602,0
244,27,40000 złoty,brak,brak historii,brak opóźnień,1,9,samozatrudnienie,tak,42026 złoty,0,wyższe,małe,żonaty/zamężna,0.9885872621975048,0
245,36,16984 złoty,2 dzieci,dobra historia,opóźnienia,3,8,samozatrudnienie,nie,,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.9456306015057396,0
246,35,11313 złoty,2 dzieci,dobra historia,brak opóźnień,0,9,stała,tak,217786 złoty,0,średnie,małe,żonaty/zamężna,0.4363036180967401,0
247,33,30203 złoty,1 dzieci,brak historii,brak opóźnień,4,12,stała,nie,146971 złoty,0,średnie,średnie,żonaty/zamężna,0.8957248445234229,0
248,57,,brak,dobra historia,brak opóźnień,2,11,samozatrudnienie,tak,,0,wyższe,małe,kawaler/panna,0.8721414788542001,0
249,44,,brak,dobra historia,brak opóźnień,0,16,brak,nie,,0,podstawowe,duże,żonaty/zamężna,0.3693281878518852,0
250,27,16662 złoty,brak,dobra historia,,3,10,brak,nie,51265 złoty,1,średnie,duże,żonaty/zamężna,0.5435740265086888,0
251,49,36213 złoty,brak,brak historii,2,3,8,stała,tak,61253 złoty,0,podstawowe,średnie,żonaty/zamężna,0.0417969033342752,0
252,61,28681 złoty,2 dzieci,dobra historia,brak opóźnień,4,10,określona,,53976 złoty,0,średnie,średnie,żonaty/zamężna,0.5111052703272106,0
253,50,14999 złoty,brak,dobra historia,opóźnienia,0,13,określona,tak,38594 złoty,1,wyższe,małe,kawaler/panna,0.5096605166282212,0
254,24,22573 złoty,2 dzieci,brak historii,,1,20,stała,tak,249387 złoty,0,podstawowe,małe,kawaler/panna,0.8343602651077295,0
255,35,11205 złoty,2 dzieci,brak historii,brak opóźnień,2,11,określona,nie,,0,średnie,duże,żonaty/zamężna,0.0738235813065709,0
256,52,31037 złoty,brak,dobra historia,brak opóźnień,1,10,stała,,101585 złoty,0,podstawowe,średnie,kawaler/panna,0.6040770011804503,0
257,32,19319 złoty,1 dzieci,dobra historia,,1,15,brak,tak,19881 złoty,1,wyższe,duże,żonaty/zamężna,0.8258529659451205,0
258,44,17714 złoty,brak,,brak opóźnień,1,7,stała,tak,121327 złoty,0,podstawowe,małe,kawaler/panna,0.4137170989810874,0
259,47,21667 złoty,brak,,brak opóźnień,3,9,stała,tak,11515 złoty,1,wyższe,średnie,żonaty/zamężna,0.5590520759738881,0
260,30,,1 dzieci,,opóźnienia,1,11,określona,,23352 złoty,0,wyższe,duże,żonaty/zamężna,0.6560948210543424,0
261,39,34456 złoty,4 dzieci,brak historii,opóźnienia,1,6,stała,,,1,średnie,małe,kawaler/panna,0.0626375687265989,0
262,18,29600 złoty,2 dzieci,dobra historia,2,0,3,stała,,,0,średnie,małe,żonaty/zamężna,0.4546114253256552,0
263,29,20369 złoty,3 dzieci,dobra historia,,0,13,samozatrudnienie,tak,11633 złoty,1,średnie,średnie,rozwiedziony/rozwiedziona,0.2300361845695526,0
264,37,32268 złoty,brak,,brak opóźnień,1,5,stała,,114479 złoty,0,podstawowe,średnie,żonaty/zamężna,0.913617980345116,0
265,27,26913 złoty,brak,,brak opóźnień,0,14,brak,nie,185170 złoty,0,podstawowe,małe,żonaty/zamężna,0.9429564256112613,0
266,56,17795 złoty,brak,brak historii,brak opóźnień,2,8,stała,nie,29127 złoty,0,wyższe,duże,kawaler/panna,0.764066494809177,0
267,25,,brak,brak historii,,2,9,określona,nie,111450 złoty,0,średnie,średnie,żonaty/zamężna,0.1250105007027738,0
268,35,20453 złoty,brak,dobra historia,,1,1,stała,nie,64195 złoty,1,średnie,małe,kawaler/panna,0.9977010779435844,0
269,41,,1 dzieci,dobra historia,brak opóźnień,1,12,określona,tak,73427 złoty,0,wyższe,średnie,kawaler/panna,0.0502381343857357,0
270,54,18333 złoty,1 dzieci,dobra historia,brak opóźnień,1,12,stała,,73839 złoty,1,średnie,duże,kawaler/panna,0.9365176484053656,0
271,25,18120 złoty,3 dzieci,dobra historia,brak opóźnień,3,12,określona,nie,49486 złoty,0,średnie,małe,żonaty/zamężna,0.2311112010843177,0
272,51,40000 złoty,3 dzieci,dobra historia,brak opóźnień,1,13,stała,nie,,1,średnie,średnie,kawaler/panna,0.2189061857540319,0
273,40,35237 złoty,brak,dobra historia,2,1,1,określona,,,1,średnie,duże,kawaler/panna,0.5556501185989001,0
274,30,15058 złoty,3 dzieci,dobra historia,brak opóźnień,1,3,określona,nie,,0,wyższe,średnie,kawaler/panna,0.5853846113683675,0
275,44,29303 złoty,brak,dobra historia,brak opóźnień,1,3,stała,nie,64803 złoty,0,średnie,średnie,kawaler/panna,0.5026189599816032,0
276,41,23369 złoty,brak,dobra historia,brak opóźnień,2,7,stała,,54533 złoty,1,średnie,średnie,żonaty/zamężna,0.8555007387840462,0
277,33,26789 złoty,2 dzieci,dobra historia,brak opóźnień,7,5,stała,tak,84329 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.0072080619889871,1
278,40,,brak,,,3,11,samozatrudnienie,tak,144563 złoty,0,średnie,średnie,żonaty/zamężna,0.2879739196324168,0
279,36,39927 złoty,3 dzieci,,brak opóźnień,1,9,samozatrudnienie,,73217 złoty,0,podstawowe,średnie,kawaler/panna,0.7770006751593029,0
280,41,26181 złoty,1 dzieci,dobra historia,brak opóźnień,3,12,stała,,,1,podstawowe,średnie,żonaty/zamężna,0.5370314489437628,0
281,46,,3 dzieci,,opóźnienia,1,12,stała,nie,64757 złoty,1,średnie,średnie,kawaler/panna,0.156661248997975,0
282,55,,5 dzieci,,brak opóźnień,1,0,samozatrudnienie,nie,105275 złoty,0,średnie,małe,kawaler/panna,0.4441126110672477,0
283,27,24751 złoty,1 dzieci,,brak opóźnień,2,14,określona,,64774 złoty,0,średnie,średnie,żonaty/zamężna,0.0478045040312488,0
284,61,23405 złoty,brak,dobra historia,,2,8,stała,nie,,0,podstawowe,średnie,kawaler/panna,0.1926967089858672,0
285,20,25771 złoty,brak,dobra historia,brak opóźnień,3,14,stała,nie,39720 złoty,1,wyższe,małe,kawaler/panna,0.6613991087427025,0
286,38,21019 złoty,brak,brak historii,opóźnienia,1,2,stała,tak,41200 złoty,1,podstawowe,małe,kawaler/panna,0.1621859527478993,0
287,45,22128 złoty,brak,dobra historia,opóźnienia,2,12,samozatrudnienie,,20258 złoty,0,podstawowe,średnie,kawaler/panna,0.5444610862764392,0
288,42,16426 złoty,2 dzieci,dobra historia,,1,10,określona,tak,30258 złoty,1,średnie,małe,kawaler/panna,0.5394585452018748,0
289,33,15129 złoty,brak,dobra historia,2,0,17,stała,,253098 złoty,0,średnie,średnie,żonaty/zamężna,0.1104445313479918,0
290,37,13369 złoty,4 dzieci,dobra historia,opóźnienia,1,10,określona,tak,92868 złoty,0,średnie,duże,żonaty/zamężna,0.9339129372973806,0
291,35,10981 złoty,2 dzieci,dobra historia,,3,14,samozatrudnienie,tak,97663 złoty,1,średnie,małe,kawaler/panna,0.6212135832532546,0
292,34,14187 złoty,brak,,brak opóźnień,0,1,określona,tak,45120 złoty,0,średnie,małe,żonaty/zamężna,0.8207308574589661,0
293,48,20188 złoty,brak,dobra historia,,4,10,samozatrudnienie,,11725 złoty,0,średnie,małe,żonaty/zamężna,0.5354751296662653,0
294,43,23191 złoty,brak,brak historii,opóźnienia,1,6,określona,tak,94728 złoty,1,średnie,średnie,kawaler/panna,0.753449899704284,0
295,33,19232 złoty,brak,dobra historia,,3,8,stała,nie,84020 złoty,0,średnie,małe,kawaler/panna,0.5344833986323445,0
296,48,6782 złoty,1 dzieci,dobra historia,,3,9,stała,nie,91512 złoty,0,podstawowe,duże,rozwiedziony/rozwiedziona,0.5091830666940232,0
297,43,40000 złoty,brak,,opóźnienia,4,6,samozatrudnienie,nie,71922 złoty,1,podstawowe,średnie,kawaler/panna,0.1744685676549735,0
298,48,37920 złoty,1 dzieci,brak historii,brak opóźnień,1,13,stała,tak,20430 złoty,1,wyższe,duże,żonaty/zamężna,0.0317879212265546,0
299,46,27525 złoty,brak,brak historii,3,3,14,określona,,,1,podstawowe,małe,żonaty/zamężna,0.241703619253469,1
300,31,,2 dzieci,dobra historia,3,2,5,stała,nie,185325 złoty,0,wyższe,duże,rozwiedziony/rozwiedziona,0.1841320262195606,1
301,34,13511 złoty,2 dzieci,dobra historia,opóźnienia,4,11,brak,tak,207145 złoty,0,podstawowe,duże,żonaty/zamężna,0.6637576034158751,0
302,47,40000 złoty,brak,dobra historia,brak opóźnień,1,0,stała,tak,,0,średnie,duże,żonaty/zamężna,0.1897722495350445,0
303,46,13594 złoty,brak,dobra historia,opóźnienia,2,14,stała,nie,89278 złoty,1,wyższe,małe,żonaty/zamężna,0.1283317050919656,0
304,39,24819 złoty,2 dzieci,dobra historia,brak opóźnień,2,10,samozatrudnienie,nie,140748 złoty,1,średnie,średnie,żonaty/zamężna,0.8561781134864491,0
305,41,11650 złoty,4 dzieci,dobra historia,opóźnienia,0,9,określona,,96311 złoty,0,wyższe,średnie,kawaler/panna,0.3047074587869197,0
306,52,22188 złoty,brak,brak historii,brak opóźnień,2,18,stała,nie,59721 złoty,0,średnie,średnie,żonaty/zamężna,0.8542550381610141,0
307,34,26717 złoty,brak,dobra historia,,2,11,określona,,95701 złoty,0,średnie,małe,żonaty/zamężna,0.8018915034752948,0
308,45,20387 złoty,brak,dobra historia,brak opóźnień,1,23,brak,nie,109198 złoty,0,podstawowe,średnie,żonaty/zamężna,0.8205796085836194,0
309,37,31474 złoty,brak,dobra historia,2,1,4,stała,nie,,0,podstawowe,średnie,kawaler/panna,0.1793408288932172,0
310,37,,brak,,opóźnienia,0,5,stała,tak,25690 złoty,0,średnie,średnie,żonaty/zamężna,0.0249371016657717,0
311,50,16963 złoty,brak,dobra historia,brak opóźnień,0,14,stała,tak,,0,wyższe,średnie,kawaler/panna,0.315993807032745,0
312,48,,1 dzieci,dobra historia,opóźnienia,1,8,stała,,194490 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.8227582897923325,0
313,48,33039 złoty,brak,,brak opóźnień,1,15,stała,,,1,średnie,małe,kawaler/panna,0.9840932446627332,0
314,53,15884 złoty,brak,,2,2,4,stała,tak,105881 złoty,0,podstawowe,średnie,rozwiedziony/rozwiedziona,0.4763961325591463,0
315,40,34811 złoty,brak,dobra historia,brak opóźnień,0,16,samozatrudnienie,,22732 złoty,1,wyższe,duże,rozwiedziony/rozwiedziona,0.1721022577733223,0
316,46,40000 złoty,3 dzieci,,brak opóźnień,2,9,stała,nie,54279 złoty,1,podstawowe,duże,żonaty/zamężna,0.2487505509218465,0
317,36,,brak,,brak opóźnień,1,10,stała,tak,,0,podstawowe,małe,żonaty/zamężna,0.8576419957626947,0
318,43,38811 złoty,4 dzieci,dobra historia,2,2,3,określona,nie,500000 złoty,0,podstawowe,średnie,żonaty/zamężna,0.1146078991119752,0
319,38,40000 złoty,1 dzieci,dobra historia,opóźnienia,0,15,samozatrudnienie,nie,83464 złoty,0,wyższe,średnie,żonaty/zamężna,0.3312576559036535,0
320,40,24984 złoty,brak,dobra historia,brak opóźnień,1,12,określona,nie,116095 złoty,0,średnie,małe,kawaler/panna,0.836539518164525,0
321,45,29719 złoty,brak,,,1,12,stała,nie,56167 złoty,0,średnie,średnie,żonaty/zamężna,0.2741596823962565,0
322,31,36993 złoty,1 dzieci,dobra historia,,1,3,brak,,10000 złoty,0,wyższe,średnie,kawaler/panna,0.557330948943055,0
323,60,19192 złoty,1 dzieci,,brak opóźnień,6,8,określona,,27578 złoty,1,średnie,średnie,żonaty/zamężna,0.2586633351885741,1
324,29,24128 złoty,1 dzieci,brak historii,brak opóźnień,1,9,stała,nie,22531 złoty,1,podstawowe,małe,kawaler/panna,0.0593194013879522,0
325,27,11417 złoty,2 dzieci,brak historii,opóźnienia,4,3,określona,nie,71010 złoty,1,średnie,średnie,żonaty/zamężna,0.3402806439797803,0
326,51,23607 złoty,2 dzieci,dobra historia,,2,13,brak,tak,38660 złoty,0,podstawowe,duże,rozwiedziony/rozwiedziona,0.0160259543834154,0
327,47,28255 złoty,brak,dobra historia,,3,14,stała,,158205 złoty,1,średnie,średnie,kawaler/panna,0.9186928565814608,0
328,46,,2 dzieci,dobra historia,brak opóźnień,2,2,samozatrudnienie,nie,35561 złoty,0,podstawowe,małe,żonaty/zamężna,0.1534760425721848,0
329,46,37523 złoty,1 dzieci,,opóźnienia,2,9,stała,nie,71503 złoty,1,podstawowe,duże,żonaty/zamężna,0.6133451695137055,0
330,39,14951 złoty,brak,dobra historia,brak opóźnień,4,14,stała,,33244 złoty,0,podstawowe,średnie,żonaty/zamężna,0.9568194061827772,0
331,31,,1 dzieci,dobra historia,brak opóźnień,1,18,określona,,,1,podstawowe,średnie,rozwiedziony/rozwiedziona,0.9210626784195548,0
332,40,40000 złoty,1 dzieci,,brak opóźnień,2,14,stała,tak,104909 złoty,1,podstawowe,małe,żonaty/zamężna,0.1068851319349278,0
333,33,20431 złoty,brak,dobra historia,brak opóźnień,0,4,stała,tak,,0,podstawowe,małe,kawaler/panna,0.7483067509261758,0
334,49,24343 złoty,brak,brak historii,opóźnienia,1,5,stała,tak,58758 złoty,1,średnie,średnie,kawaler/panna,0.4049546675653636,0
335,38,21300 złoty,brak,dobra historia,brak opóźnień,4,11,stała,nie,33086 złoty,0,podstawowe,małe,żonaty/zamężna,0.0816202039660136,0
336,31,14605 złoty,brak,dobra historia,brak opóźnień,2,13,stała,,186624 złoty,1,średnie,małe,żonaty/zamężna,0.6917313853971555,0
